id,name,price,type,rating,rating_number,location,website,contact_number,opening_hours,about,image_source,created_at,updated_at,doc
52,Giorgio at Leadenhall,£41 and over,Italian,4.7,382,Bank,http://www.giorgioatleadenhall.co.uk/,020 7621 0709 ,Monday - Friday: 11:30am - 4pm; 6pm - 10pm,It’s the shape that strikes you first,https://images.otstatic.com/prod/23695039/1/medium.jpg,2022-01-26 16:46:12.195657+00,2022-01-26 16:46:12.195657+00," It’s the shape that strikes you first, a series of tall alcoves in the basement of historic Leadenhall Market in the City of London. Yet it’s anything but dark. Smooth white walls, matching table linen and spotlighting create a bright, private space well-suited to confidential high-powered lunches. The menu’s Italian, a skillful combination of simple modern Italian and traditional regional recipes, to be precise. Specials change every few days, but the pasta is always homemade. Excellent fish dishes. Diverse wine list, in both price and character. Professional service.Georgio's has never let us down. The food is excellent and so is the choice of wine. The service is friendly, efficient and unobtrusive. It really feels like a taste of Italy and I'm already looking forward to my next visit.    Fabulous food, attentive waiters, wonderful ambiance, perfect restaurant in every way! Can’t wait to go back again!      Very welcoming and home-like atmosphere. The food was great and portions even greater. I would definitely recommend this venue.     Bit disappointed as not as good as we'd hoped for. On arrival the waiter was eating his dinner and took a while to take me to the table. Ordered duck and asked for it to be pink, received overcooked, grey duck that needed to be returned. Pricing on veal milanese could be more transparent, as receiving an additional charge for spaghetti seems disingenuous when it's a fundamental part of the dish. Sadly won't be back, as it's a great location and had come recommended.       Always me go to place in Leadenhall Market. Great service and welcome! David  "
53,Straits Kitchen,£41 and over,Asian,4.4,46,Liverpool Street,https://www.panpacific.com/en/hotels-and-resorts/pp-london/dining/straits-kitchen.html,020 7118 6888 ,Breakfast Mon–Fri 06:30–10:30 Sat, Sun 07:00–11:00 Lunch Daily 12:00–14:30 Dinner Mon–Sat 17:30–22:00 Sun 17:30–21:30,https://images.otstatic.com/prod1/47081605/2/medium.jpg,2022-01-26 16:46:12.199261+00,2022-01-26 16:46:12.199261+00,"Located inside Pan Pacific London.  Embracing a respectful approach to cooking based on heritage recipes, our menu in Straits Kitchen showcases a melting pot of cuisines from Singapore's many cultures.  Traders and neighbours have been bringing ingredients into Singapore through the Straits of Malacca, resulting in a palette of eclectic flavours reflected in our colourful and exciting dishes.  Using purely Asian ingredients, sourced and grown locally in the UK to minimise our carbon footprint, the team is headed up by Executive Chef, Lorraine Sinclair and Head Chef Soon Hwa Wong – both of whom bring authentic flavours to the table.  Serving breakfast, lunch and dinner, the restaurant features floor-to-ceiling glass windows overlooking the Plaza, while two private dining rooms enable guests to enjoy a selection of set menus to suit all tastes and occasions.Really loved this place. Wok fried chilli crab is a must try!     Delicious food and very attentive staff. It feels very welcoming and relaxed and the dishes are all very good from what we tried. Highlights are the lobster laksa and ""Coconut"" dessert which we ordered the next day again!     The service was absolutely incredible, delicious food and generous portions. Fantastic birthday celebration. Our new favourite restaurant!     Amazing food, sea bass really nice & soft shell crab enjoyed by my wife. Please ask for a child menu as our 10yr old struggled with main menu but we had to ask for it.    Loved this new restaurant, amazing service and ambience. Great SEA food! "
54,Hithe + Seek NEW,£26 to £40,Tapas / Small Plates,4.8,7,Bank,http://www.hitheandseek.com/ ,020 3988 0141 ,Wed–Sat 15:00–23:00,Boasting a unique vantage overlooking the River Thames,https://images.otstatic.com/prod1/46729608/7/medium.jpg,2022-01-26 16:46:12.202876+00,2022-01-26 16:46:12.202876+00,"Boasting a unique vantage overlooking the River Thames, Hithe + Seek invites you to discover old and new world wines and dishes from familiar favourites to the more adventurous at heart, created by Executive Chef Jorge Colazo and Wine Curator Erin Summers. Located in the five-star Westin London City hotel, Hithe + Seek is your opportunity to explore wine and food whilst enjoying panoramic views and cosy surroundings. Open from the afternoon through to late night, H+S is the perfect venue for after-work gatherings, intimate evenings or celebrating a special occasion. This is a beautiful Hotel in a great location on the Thames. The views from Hithe & Seek bar was fantastic. The decor, ambience and the service from entering the hotel to leaving was exceptional. I had booked a table for my goddaughters birthday, and the team provided a lovely birthday cake as a surprise. The team were attentive, friendly and provided a great service. I would definitely recommend a visit to this fantastic Bar and Hotel. Thank you for a great day.     We chose this restaurant for its excellent wine list and choice by the glass which didn't disappoint. The food is delicious and we followed the recommended wine pairings to try some different wines, especially from the 'Seek' selection of newer wines. The service was excellent, friendly and professional with great advice from the Wine Curator, Erin. The location is excellent with fabulous river views - definitely request a seat by the view!       Awesome event     Beautiful bar set upon the Thames, we were given a lower seated table with unrestricted views. We were celebrating a birthday and kindly surprised with champagne upon arrival and just before departure we were surprised again with dessert and a birthday message. Staff were friendly and highly informed in regards to food and wine pairing. We tried an amazing white wine from Greece much to our delight it was expertly matched with our food. We even got to try an amazing Italian take on mulled wine, just wish we had more time as we have so much more to sample. Definitely will be back!    Great food, great service and ambiance. Definitely will come again  "
55,Emilia's Crafted Pasta - Aldgate,£25 and under,Italian,4.4,682,Aldgate,http://www.emiliaspasta.com/,020 7702 9944,Mon–Wed 17:00–21:30 Thu–Sun 12:30–21:30,Emilia’s Aldgate is a fresh pasta restaurant located in the City within a few minutes’ walk of Aldgate/Aldgate East tube stations. It's our second restaurant following on from our first critically acclaimed and award-winning restaurant.  At Emilia’s all our pasta is made fresh every morning in our restaurant in full view of passers-by and served from our fully open kitchen. In true respect of Italian tradition,https://images.otstatic.com/prod/26357916/6/medium.jpg,2022-01-26 16:46:12.206467+00,2022-01-26 16:46:12.206467+00,"Emilia’s Aldgate is a fresh pasta restaurant located in the City within a few minutes’ walk of Aldgate/Aldgate East tube stations. It's our second restaurant following on from our first critically acclaimed and award-winning restaurant.  At Emilia’s all our pasta is made fresh every morning in our restaurant in full view of passers-by and served from our fully open kitchen. In true respect of Italian tradition, we use certified Italian produce and try our best to ensure no additives, artificial ingredients, preservatives or anything unnatural is in our food. We believe that food is much better when it’s 100% natural.  Our restaurant has a mixture of chef’s bar/counter seating (overlooking the open kitchen), normal tables, high top bar seats and a covered outdoor terrace.  P.S. We care for our people, our communities and the world around us. Please visit our website (www.emiliaspasta.com) if you would like to learn more about our approach to Sustainability.First of all £7 for one slice of sourdough tomato and garlic bruschetta could of at least two slices for that price.  Carbonara was ok but way under seasoned and the same was the case with my partners pasta dish.   The craft larger was nice and the Pana cotta with fresh strawberries dessert was delicious.   Over all was just ok wouldn’t return.                             very genuine Italian pasta which tasted great. The atmosphere was just right and the staff were excellent, very friendly and efficient.                  Really bland, basic pasta. All pasta is the same shape, came out literally 2 mins after we ordered which made it seem like we were in a cafeteria. Felt a bit embarrassed I took my friend here for dinner. Shocked that this place gets such good reviews - perhaps no one in London has a ever had good pasta? Would 100% give it a miss and go elsewhere.         Good quality food and nice atmosphere.      Food was lovely, service was good to begin with but the place became very busy so it was a struggle to get the bill. Other than that, no complaints!       "
56,Bleeding Heart Bistro,£26 to £40,French,4.5,968,Farringdon,http://bleedingheart.co.uk/french-restaurants/bistro/,020 7242 2056,Lunch Mon–Fri 12:00–15:00 Dinner Mon–Sat 17:30–21:00,The busy buzzy Bistro,https://images.otstatic.com/prod1/41978323/1/medium.jpg,2022-01-26 16:46:12.210265+00,2022-01-26 16:46:12.210265+00,"The busy buzzy Bistro, high ceiling and high windows, with its striking 19th Century French wine posters is the perfect place for an informal business lunch with a colleague or a jolly supper with a group of chums. Certainly, the bistro’s sunny terrace, shaded by a huge red awning, seems far away from the streets of Farringdon. With its professional, friendly service and warm ambience, the Bistro offers both traditional and modern French fare ranging from classic Omelettes, Coq au Vin and Steak Frites to Breast of Duck and Shank of Lamb, plus a great-value list of 450 wines by the bottle and a dozen by the glass. Our popular terrace at our charming french Bistro situated in Bleeding Heart Yard is open from Spring to Autumn months and accommodates more than 30 people. Diners can enjoy traditional French dishes ranging from Lapin à la moutarde and Navarin of Organic Lamb.BHB never disappoints: and arguably the food is now even better than ever. Absolutely classic cuisine; all the best of France and more. Fabulous     Authentic and romantic French bistro.  Delicious food and excellent service.             Fantastic accommodating team, great service - will be back      So good to see Bleeding Heart Yard back in action now covid is so nearly behind us. The food is as ever exemplary, perhaps if it can be even a tad better than before the turmoil, and the ambience and service just right. Thank you, Bleeding Hart - back soon.      Excellent food, good wine list, overall good service and a nice atmosphere.   They fell down on one point: when our mains arrived we were missing the side dish we had ordered. When we asked we were told, sorry, two minutes.In fact the side never arrived and when the table was being cleared I mentioned this and got the response, Oh well, you had vegetables with your main - not really the point.   So, we will go back with maybe the feeling that the reputation for service in Paris is being maintained in London!"
57,Luc's Brasserie,£26 to £40,French,4.3,736,Fenchurch Street,http://www.lucsbrasserie.com/,020 7621 0666,Lunch Mon–Fri 12:00–15:00,Luc's is a French Brasserie situated in historic Leadenhall Market in the City of London. The menu comprises of French regional dishes,https://images.otstatic.com/prod/24689483/1/medium.jpg,2022-01-26 16:46:12.216727+00,2022-01-26 16:46:12.216727+00,"Luc's is a French Brasserie situated in historic Leadenhall Market in the City of London. The menu comprises of French regional dishes, desserts and cheeses with a well chosen wine list to accompany your meal. Our new favourite place for special occasions. They've tweaked the menu, but it still includes old favourites like tolouse sausages.  Very enjoyable meal - good food and ambience albeit a little noisy Service was good once they got going I recommend the cassoulet   Great spot for a business lunch. High quality steaks.  First class service and good food- will certainly come back    Service was good, no problem there. The food was very poor, and awful value for money. The duck breast meal was bland, and small, and the Duck was over cooked. The potato rosti starter was borderline burnt and again awful value. The poached egg was nice.  "
58,Kirin Chinese Restaurant London,£25 and under,Chinese (Canton),4.3,269,Bank,http://kirins.co.uk/,020 7248 0253,Monday - Saturday: 11:30am - 11:00pm,Kirin Restaurant Located on College Hill near Cannon St and Bank,https://images.otstatic.com/prod/25101957/1/medium.jpg,2022-01-26 16:46:12.223031+00,2022-01-26 16:46:12.223031+00,"Kirin Restaurant Located on College Hill near Cannon St and Bank, With stunning interior décor design to provide a perfect setting for a unique and unforgettable dining experience., And serves truly exquisite oriental cuisine. Here, our Head Chef leads a talented culinary team preparing authentic, classical dishes with seafood among the specialties, combining textures and flavours with inventive presentations to excite your taste buds and satisfy the most demanding epicure.We also have private room with Karaoke system available . Our restaurant have 120 seats available for all kinds of event & party. Sunday is private booking onlyWe all loved this place. Food was excellent and friendly service      Food was normal, but our mood and lunch was ruined by their bad and rude service.   I am sure there are many other more restaurants are worth to go than this one. I will never return to this one.               The restaurant was acceptable and service ok but could have been better         The food was good but it felt like we waited hours for it to arrive. They brought the food separately as well and we waited almost 20 mins for the last part of it. The place was not even that busy so it didn’t make sense. People sitting next to us arrive after us and got their food much quicker.  This is also a karaoke place so be prepared to hear drunken loud singing down the corridor whilst you’re eating.  Definitely wouldn’t go back again sorry.                   Always found it difficult to get good Chinese food in London but Kirin did the job. Setting pleasant if not a little quiet. Service good very attentive. Very tasty dishes. Only complaint is it is a bit pricey. May be as it is in an area during the week that caters for rich banker types but cannot fault the food. Wine well priced though to be fair. "
59,Baracca,£25 and under,Italian,4.6,127,Barbican,http://www.baraccarestaurant.co.uk/,020 7588 0710 ,Monday - Friday: 17:30 - 22:30 ,Situated just a 3 minute walk from the Barbican Centre,https://images.otstatic.com/prod/24781149/1/medium.jpg,2022-01-26 16:46:12.229142+00,2022-01-26 16:46:12.229142+00,"Situated just a 3 minute walk from the Barbican Centre, on London oldest market road, Whitecross street. This family-run Italian Restaurant has served the Locals and theatre goers for over 25 years. The Family prides themselves on friendly service, good food at reasonable prices.Great spot for pre- Barbican supper  Delicious food, attentative staff, good value what more can you ask for when dining out?    I’ve been going to Baracca for years for delicious and very affordable Italian dishes. The staff are lovely too. It’s a hidden gem near the Barbican.     Great restaurant along with great staff. Food was lovely, quick and would definitely recommend.  Lovely niche restaurant in Barbican, with fresh food and lovely staff.  "
60,Gaucho Chancery,£41 and over,Steak,4.1,1717,Chancery Lane,http://www.gauchorestaurants.co.uk/,020 7242 7727,Mon–Fri 11:30–23:00 Sat 19:00–00:00,Gaucho Set Lunch Menu: 12–3PM | Two Courses - £24.50 | Three Courses - £27.50 | Monday- Friday Gaucho Pre/Post Theatre Menu 5-6:30 PM and 9:30-10:45 PM | Two Courses - £23.00 | Three Courses - £26.00 | Monday- Friday  Our Chancery Lane restaurant and bar sits where the prestigious legal district and meets the buzz of the West End.  Through its stunning arched windowed exterior,https://images.otstatic.com/prod/26085556/1/medium.jpg,2022-01-26 16:46:12.235708+00,2022-01-26 16:46:12.235708+00,"Gaucho Set Lunch Menu: 12–3PM | Two Courses - £24.50 | Three Courses - £27.50 | Monday- Friday Gaucho Pre/Post Theatre Menu 5-6:30 PM and 9:30-10:45 PM | Two Courses - £23.00 | Three Courses - £26.00 | Monday- Friday  Our Chancery Lane restaurant and bar sits where the prestigious legal district and meets the buzz of the West End.  Through its stunning arched windowed exterior, this restaurant is split over two floors. The lower is a light and elegant dining room with a soaring feature wine display showcasing our best vintages and vineyards. An impressive space to host meetings or enjoy a working lunch.  As you ascend our spiral staircase, you’ll emerge on our mezzanine dining gallery and bar. A secluded space for intimate evenings or weekend drinks. With our award-winning Argentinian steaks, impeccable, curated wine list and attentive service, Gaucho Chancery Lane is the dining destination in historic London.  Please note: we currently do not accept OpenTable dining cheques.We booked a 1030pm table on a Tuesday and we’re the only diners so the service was impeccable considering we had the restaurant to ourselves. Steaks were cooked perfectly to order and sides all very good aswell. No vernalise available but assume they didn’t want to be making this so late in the evening which is fair enough. Definitely would come back       Absolutely disgusting service, food took 2 hours to come out and when it did the steak was blue. Took 30 minutes to bring a drink after asking twice and when asked regarding taking the cold horrible food off the bill the security guard grabbed my partner by his collar. Will never return and would not recommend this restaurant to anyone will be reporting all pictures of food to the press.     This particular Guacho branch was not to the standard of the Piccadilly 1. The food was awful, unseasoned and partially cold. Our starter took over 1 hour to come, but the waitress was lovely and very apologetic - She gave us a discount on the bill for the wait. However when the starter did finally come, it was burnt. The cocktails tasted synthetic ( definitely pre-made and not fresh) and when ordering a pint of beer, you’re given 1/2 pint for the same price. Overall, it was shockingly poor and very expensive for what we received. First time I hace been to Gaucho and I was really excited about the dinner yesterday. Unfortunately, the waiters were bit unprofessional and the food was alright but the fries were cooked multiple times and would be good to have fresh fries for that price.    Terrible food and atmosphere, mojito made with Apple juice.Steak chewy, and this at New Year’s Eve.Avoid "
61,Angler - London,£41 and over,Seafood,4.9,1026,Liverpool Street,http://www.anglerrestaurant.com/,020 3215 1260,Lunch Wed–Sat 12:00–14:15 Terrace opening times Wed–Sat 12:00–21:30 Dinner Wed–Sat 18:00–21:15,Perched at the top of South Place Hotel,https://images.otstatic.com/prod/27727638/4/medium.jpg,2022-01-26 16:46:12.238251+00,2022-01-26 16:46:12.238251+00,"Perched at the top of South Place Hotel, the Michelin-starred Angler restaurant showcases sustainable seafood from British waters, paired with the best seasonal and local produce. Overseen by Executive Chef, Gary Foulkes, the menu features picture perfect dishes and accomplished pairings.  Our Restaurant Manager and Head Sommelier bring their rare expertise to the team, making Angler a complete gourmet experience. In addition to the main dining room, Angler has a roof terrace, intimate bar and semi-private dining area known as ‘the Chef’s View.’Angler always delivers, fantastic changing menus of superbly cooked and seasoned dishes, excellent service and all the staff are so friendly and welcoming and love return visitors. They actually make the dining experience, without being over the top, and leave you completely alone if you wish. The set menus are excellent value for money and I have never had a mediocre or bad dish in all the times I have dined there. Angler is a true gem, fine dining Michelin star which definitely deserves it!       Food and wine were exceptional. Ambience is a little too bright and lacks warmth.       Top quality service and exquisite food.     Always outstanding food and service at Angler, I would definitely recommend, this is why I keep returning time and time again! Also love that it is a date, friends who lunch and business mixture of clientele.     What a brilliant evening. The food is stunning and the service was superb. Special thanks to the Sommelier who recommend a great Italian wine for our meal. "
62,La Tagliata City,£26 to £40,Italian,4.6,431,Liverpool Street,http://www.la-tagliata.com/,020 7018 4300 ,Lunch Mon–Fri 12:00–14:15 Dinner Mon–Fri 18:00–22:00 Sat 18:30–22:15,Born out of a passion for Italian food and life,https://images.otstatic.com/prod/25874312/1/medium.jpg,2022-01-26 16:46:12.240177+00,2022-01-26 16:46:12.240177+00,"Born out of a passion for Italian food and life, everything we do at La Tagliata restaurants is grounded in tradition and has been refined over generations to offer you a little piece of Italy in London. As Italians, we use our knowledge of food and wine that makes our culture so vibrant to offer you dishes true to tradition, served in a warm, welcoming atmosphere. Buon Appetito!The food is not as good as it used to be     A lovely little gem of a restaurant in the heart of the City of London. First class food, excellent attentive service, and good value for money. Highly recommended      Great service and quality food. We ordered the carbonara and steak as well as the tiramisu for desert - would recommend all. Table was at 7 on a Friday and restaurant was quiet.     Food was outstanding, service was great. All round a perfect meal out.     We had a superb meal here; polite, friendly service, contemporary decor, cosy ambience. The dishes tasted fresh, authentic and were delicious. We will definitely be returning!  "
63,Scarpetta Cannon Street NEW,£25 and under,Italian,3.9,3,Bank,http://www.scarpettapasta.com/,020 3883 4031,Mon–Fri 09:30–22:00,The word Scarpetta represents a moment of joy – it’s how we Italians define the gesture of taking a piece of bread to mop up the last delicious morsel of sauce on your plate – it signifies how we enjoy every moment in life. At Scarpetta our handmade pasta will entice you to do just this!,https://images.otstatic.com/prod/26600489/3/medium.jpg,2022-01-26 16:46:12.242252+00,2022-01-26 16:46:12.242252+00,"The word Scarpetta represents a moment of joy – it’s how we Italians define the gesture of taking a piece of bread to mop up the last delicious morsel of sauce on your plate – it signifies how we enjoy every moment in life. At Scarpetta our handmade pasta will entice you to do just this!Good food and venue, but this is a standard coffee shop. It is not possible to book so I'm not sure why there is an option on OpenTable.     Very quiet early evening so lack of ambience. Food great.   Mixed service - new girl couldn’t understand much, payment slow.  We’ll try again though :-).                      Lovely fresh pasta at a very reasonable price. Usually a lunch place but the relaxed atmosphere works well for an informal dinner "
64,The Folly,£25 and under,British,4.2,622,Bank,http://www.thefollybar.co.uk/,0845 468 0102,Mon–Sat 10:00–23:00 Sun 13:00–20:00,Wander through our garden lounge and flower shop, https://images.otstatic.com/prod1/31143471/2/medium.jpg,2022-01-26 16:46:12.245893+00,2022-01-26 16:46:12.245893+00,"Wander through our garden lounge and flower shop, swing by the hanging chairs or simply dine at the chef's table. A sanctuary of calm, our unique private dining room, deli, and collection of private vaults make the perfect retreat for entertaining friends. Whether you're just in for breakfast on the way to the office, hosting a business meeting over lunch, or joining friends and colleagues for casual drinks and a late bite, there's an array of seating, eating and drinking options to suit your mood regardless of the time of day. An all day menu sits alongside grape varieties from across the globe (that you can even take away with you), skinny cocktails and a mixology table, for those who enjoy indulging in an unrivalled range of spirits.  Sashay down to The Folly every Sunday from 30th May between 1-4pm with your five fabulous queens & experience London's first drag brunch that has an exclusive line up from the glittering West End stage.We went for my husband’s birthday with our two children. The food and atmosphere was lovely and the service and interaction with the kids was great too. The only thing I would say was the cocktails were quite weak but other then that, everything else was on point and a fab experience.      Today's service was way below the usual high standard of service you receive at The Folly. Service was sllooooww. Food was cold and a replacement took 15 mins before it was returned. My friends ate slowly so that they didnt finish to far ahead. Staff was cold and seemed over worked.       First time out in a while. Arriving very early for the booking, we were given a table straight away. Found it hard to read the menu as it was so dark, and got darker before the meal had ended, so hard to see what you’re eating. Great atmosphere overall and love the decor. Great service my our waitress.     Nice welcome at reception with drinks and food orders taken quickly, however I asked for my burger to be cooked through as I am pregnant but when it arrived it was still medium so had to be returned. My friends chips were hard in the middle and also had to be returned, the replacements took a while. Plenty of staff to check we were happy with our meal though and payment taken quickly. Good atmosphere in the restaurant and nicely decorated.    Venue is beautiful. Staff were very friendly, but food wasn’t good at all. Tasted like chips had been made using old oil & burgers were not seasoned. Recommend going for drinks only. "
65,Ginger Lily,£26 to £40,Bar / Lounge / Bottle Service,4.6,18,Liverpool Street,https://www.panpacific.com/en/hotels-and-resorts/pp-london/dining/ginger-lily.html,020 7118 6888 ,Mon–Sat 16:00–02:00 Sun 16:00–00:00 ,Located inside Pan Pacific london.  Bottling the buzz and excitement of Singaporean bar culture for London,https://images.otstatic.com/prod1/47081269/4/medium.jpg,2022-01-26 16:46:12.249384+00,2022-01-26 16:46:12.249384+00,"Located inside Pan Pacific london.  Bottling the buzz and excitement of Singaporean bar culture for London, Ginger Lily is our luxe hotel bar for work and play.  This lively space boasts an extensive Champagne list from over 100 Champagne houses, while the carefully-curated cocktail menu showcases an eclectic mix of signature Singaporean classics and contemporary creations, mixed and muddled by our very own experts.Beautiful venue, lovely atmosphere. Went with my husband for his birthday and he’s very hard to please when it comes to cocktail quality - but they were all exceptional. Would definitely come here again! Lovely attentive staff.      Amazing. Service is fabulous..thanks to Terry.      Beautiful bar space, dark mood and indirect lighting, great selection of drinks and impeccable service, we will be back     Found the bar on Tripadvisor and popped in for a couple of cocktails. Ended up having some food and wine as well. Lovely bar and ambience with extremely attentive waiting staff and barman. Will definitely be coming back.      Visited the bar, the sofa seat that formed part of our table for 4 was so uncomfortable, soft no support and very low that we left after one drink. Fix this and the bar would be great venue  "
66,Bolton's,£41 and over,Italian,4.9,216,Bank,http://www.boltonsrestaurant.co.uk/default.asp,020 7929 1981,Lunch Mon–Fri 11:30–15:30 Dinner Mon–Fri 18:00–21:30,London’s Bolton’s Restaurant is a popular City haunt,https://images.otstatic.com/prod/23933208/1/medium.jpg,2022-01-26 16:46:12.253064+00,2022-01-26 16:46:12.253064+00,"London’s Bolton’s Restaurant is a popular City haunt, offering a simple combination of fresh Italian flavours and laid back but stylish atmosphere. Tucked down a side road just off of Fenchurch Street, Bolton’s has long been a favourite of the high powered bankers and businessmen of the local area, earning a reputation as a place to network and entertain. With its subtle hints of luxury and affluence the Bolton’s dining room is unpretentious and timeless, very much like its cuisine. A tour of Italy’s famous culinary regions, the Bolton’s menu is hearty but elegant, every dish given the unique flavour of this high end restaurant through the use of good ingredients and stunning presentation.Excellent cuisine, great wine list, friendly and professional service.     Lively place with amazing tasting food. Definitely that home cooked Italian feeling as my partner is Italian and love it      A big thank you to all at Bolton’s for making our evening a very enjoyable experience.            A highly recommended restaurant Roberto and the team make you feel very welcome. David    A friendly welcome was followed by helpful and attentive service and an excellent meal. The food was fresh and well cooked and complemented by good wines.  The restaurant was very quiet the evening we were there, but that did not detract from the experience.  A restaurant to be thoroughly recommended."
67,Rake's Cafe Bar,£25 and under,British,4.2,71,Moorgate,http://www.rakescafebar.co.uk/,020 7618 7300 ,Breakfast Mon–Thu 06:30–11:30 Lunch Mon–Thu 12:00–22:00 Brunch Fri–Sun 12:00–16:00 Dinner Fri, Sat 16:00–22:00,https://images.otstatic.com/prod1/32528671/3/medium.jpg,2022-01-26 16:46:12.254835+00,2022-01-26 16:46:12.254835+00,"Rake’s, a place to escape the city, is a day to night eating and drinking destination located next to Liverpool Street station and on the cusp of East London. It was earlier evening and quiet but food was good. The server was very inexperienced and so service was poor. Nice bar area, great and convenient location     Food was super tasty. I would say that the room becomes freezing every time the front door is opened though, particularly at the tables near the entrance, maybe close the first set of double doors to stop this.      The staff were really friendly and quick with their service. A really good atmosphere and couldn’t fault the food.      Great location, nice brunch menu. Spacious and good service.      Lovely venue once you've ventured further into the hotel, the back rooms are amazing. Service was a little slow though it was a busy Friday night so fair enough. Liked the cocktail menu.  "
68,Kenza,£26 to £40,Lebanese,4.4,3584,Aldgate,http://www.kenza-restaurant.com/,020 7929 5533,Hours of Operation Lunch Mon–Fri 12:00–17:00 Dinner Mon–Thu 17:00–22:00 Fri, Sat 17:00–23:00,https://images.otstatic.com/prod/23679952/1/medium.jpg,2022-01-26 16:46:12.256977+00,2022-01-26 16:46:12.256977+00,"Oozing with rich fabrics, cushions, carved tables and exotic charm, Kenza fuses the distinct styles of the Middle East and passion of the Maghreb.  The food celebrates subtle scents, complex spicing and traditional ingredients used in innovative ways. Menus are ideal for sharing, brought to the table in a continuous flow which enables you and your guests to truly enjoy this dining experience in the most exotic and sumptuous surroundings.  Unique and adventurous cocktail menus and a specialist wine list will delight your senses.  Beautiful interiors combine effortlessly with heavenly music and seductive entertainment to provide an inspired venue to celebrate a special occasion. Why not reserve a private alcove, semi-private area (Dar Lazrak) or the intimate private dining room (Dar Cherifa), to ensure a memorable party for you and your guests.Lovely restaurant, amazing food, great atmosphere. One of the family's favourites ❤    Anniversary    Wow! Authentic decor and food, friendly staff and great atmosphere. Belly dancer was a pretty bonus.      Definitely recommend the food was outstanding!!!     Music was deafeningly high whilst a belly dancer performed, so there was no chance of having any conversation with my guest for quite some time. When I politely asked if it would be possible for the ear splitting music to be turned down a little, I was given a very rude and blunt response-I actually found it pretty aggressive. My guests good also was served incredibly late-I had finished she’s eating by the time it had arrived and we were also sitting in a cold area, with a constant draft. Food was OK. Service was very poor. "
69,Thai Square Mansion House,£26 to £40,Thai,4.2,494,St Paul's,https://thaisq.com/,020 7329 0001,Mon–Fri 12:00–15:00 Mon–Fri 17:30–22:00,Thai Square Mansion House is a hidden gem in the heart of the city. Right outside of the Mansion House tube station and within walking distance from St. Paul Cathedral, https://images.otstatic.com/prod/25955815/1/medium.jpg,2022-01-26 16:46:12.258708+00,2022-01-26 16:46:12.258708+00,"Thai Square Mansion House is a hidden gem in the heart of the city. Right outside of the Mansion House tube station and within walking distance from St. Paul Cathedral, the restaurant is a perfect location for a business meal. It also offers a unique Express Lunch, one of the best restaurant deals in London for those looking for good food during short lunch breaks.  With airy and posh interiors, Thai Square Mansion House is adorned with exotic Thai artefacts, transporting guests to Thailand without leaving the heart of London.  This authentic Thai restaurant boasts an impressive menu of delicacies created by the dedicated team of Thai chefs. The Salt and Pepper Squid is a staff favourite, and the Thai dumplings and curries cannot be missed.  Thai Square Mansion House is a go-to restaurant and one of the top Thai restaurants in London, for everything from business lunches to Happy Hour. It can also host large group bookings, making it the perfect place for all of your dining needs.Poor service     Good value set lunch, simple Thai food. Just what we were looking for.     Had their lunch menu which was plenty, arrived quickly with attentive service.    Good food and service, but quite quiet for a Friday night so lacking in a bit of atmosphere.     They had a shortage on most drinks and food. I could get 3 out of the 4 cocktails on the menu because they did not have the ingredients, also I asked for coconut rice and instead of telling me they did not have it they gave me plain rice and tried to charge me for the coconut rice "
70,Iberica Farringdon,£26 to £40,Spanish,4.5,1042,Farringdon,http://www.ibericarestaurants.com/,020 3026 5118,Tue–Sat 12:00–15:00 Tue–Sat 17:00–23:00,Located in the heart of trendy Clerkenwell 2 minutes from Farringdon tube station,https://images.otstatic.com/prod/26520059/3/medium.jpg,2022-01-26 16:46:12.261047+00,2022-01-26 16:46:12.261047+00,"Located in the heart of trendy Clerkenwell 2 minutes from Farringdon tube station, Ibérica in Farringdon is the little brother of our London family.  The main dining room at the back is perfect for intimate dinners or lunch with colleagues or friends. Local workers and neighbours usually fill the entrance enjoying cocktails, wine and tapas at our busy and popular 15 meters’ bar.  For more information, please visit: http://www.ibericarestaurants.com/restaurants/iberica-farringdon/Really lovely looking restaurant and good ambiance, great service very friendly staff and food was tasty. Would definitely go back again.     The tapas selection is excellent, the vegetarian and meat options equally delicious.       Food was in incredible. Service was first class and very friendly team.        Noise with children poor food and high prices. Wouldn’t go again        A little disappointed with the food. One dish arrived long before all the others (patatas bravas) and would have been completely cold if we had not eaten it alone instead of as an accompaniment to everything else. Nothing arrived terribly hot. I was looking forward to lots of lovely little plates. Instead it all felt just a bit average. OK, but wouldn't rush back! "
